DATE,Ward Code,Areas,Latitude,Longitude,Nearest Station,Elevation,Land Use Classes,Population,Road Density_m,Distance_to_water_m,Soil Type,Built_up%,True_nearest_distance_m,Rainfall_mm,Rainfall_Intensity_mm_hr,Rainfall Days Count,Rainfall_Hours
2025-09-21,Ward H/E,Kalina CST Road,19.0802,72.8655,Kurla Nalla,9.0,"transport, residential, mixed_use",600000,17.08,8,Urban,90.0,476.86,23.7,0.9874999999999999,1,24.0
2025-09-22,Ward H/E,Kalina CST Road,19.0802,72.8655,Kurla Nalla,9.0,"transport, residential, mixed_use",600000,17.08,8,Urban,90.0,476.86,43.5,1.8125,1,24.0
2025-09-23,Ward H/E,Kalina CST Road,19.0802,72.8655,Kurla Nalla,9.0,"transport, residential, mixed_use",600000,17.08,8,Urban,90.0,476.86,29.8,1.3545454545454545,1,22.0
2025-09-24,Ward H/E,Kalina CST Road,19.0802,72.8655,Kurla Nalla,9.0,"transport, residential, mixed_use",600000,17.08,8,Urban,90.0,476.86,3.3,0.15714285714285714,1,21.0
2025-09-25,Ward H/E,Kalina CST Road,19.0802,72.8655,Kurla Nalla,9.0,"transport, residential, mixed_use",600000,17.08,8,Urban,90.0,476.86,1.8,0.15,1,12.0
2025-09-26,Ward H/E,Kalina CST Road,19.0802,72.8655,Kurla Nalla,9.0,"transport, residential, mixed_use",600000,17.08,8,Urban,90.0,476.86,3.6,0.2,1,18.0
2025-09-13,Ward H/E,Kalina University Junction,19.0722,72.8673,Kurla Nalla,8.0,"education, residential, mixed_use",600000,24.67,27,Urban,90.0,549.45,12.7,3.5,1,17.0
2025-09-14,Ward H/E,Kalina University Junction,19.0722,72.8673,Kurla Nalla,8.0,"education, residential, mixed_use",600000,24.67,27,Urban,90.0,549.45,12.2,2.8,1,22.0
2025-09-15,Ward H/E,Kalina University Junction,19.0722,72.8673,Kurla Nalla,8.0,"education, residential, mixed_use",600000,24.67,27,Urban,90.0,549.45,65.5,10.6,1,18.0
2025-09-16,Ward H/E,Kalina University Junction,19.0722,72.8673,Kurla Nalla,8.0,"education, residential, mixed_use",600000,24.67,27,Urban,90.0,549.45,5.2,0.9,1,23.0
2025-09-17,Ward H/E,Kalina University Junction,19.0722,72.8673,Kurla Nalla,8.0,"education, residential, mixed_use",600000,24.67,27,Urban,90.0,549.45,25.7,14.8,1,21.0
2025-09-18,Ward H/E,Kalina University Junction,19.0722,72.8673,Kurla Nalla,8.0,"education, residential, mixed_use",600000,24.67,27,Urban,90.0,549.45,10.4,1.9,1,21.0
2025-09-19,Ward H/E,Kalina University Junction,19.0722,72.8673,Kurla Nalla,8.0,"education, residential, mixed_use",600000,24.67,27,Urban,90.0,549.45,0.0,0.7,0,3.0
2025-09-20,Ward H/E,Kalina University Junction,19.0722,72.8673,Kurla Nalla,8.0,"education, residential, mixed_use",600000,24.67,27,Urban,90.0,549.45,22.4,0.9333333333333332,1,24.0
2025-09-21,Ward H/E,Kalina University Junction,19.0722,72.8673,Kurla Nalla,8.0,"education, residential, mixed_use",600000,24.67,27,Urban,90.0,549.45,23.7,0.9874999999999999,1,24.0
2025-09-22,Ward H/E,Kalina University Junction,19.0722,72.8673,Kurla Nalla,8.0,"education, residential, mixed_use",600000,24.67,27,Urban,90.0,549.45,43.5,1.8125,1,24.0
2025-09-23,Ward H/E,Kalina University Junction,19.0722,72.8673,Kurla Nalla,8.0,"education, residential, mixed_use",600000,24.67,27,Urban,90.0,549.45,29.8,1.3545454545454545,1,22.0
2025-09-24,Ward H/E,Kalina University Junction,19.0722,72.8673,Kurla Nalla,8.0,"education, residential, mixed_use",600000,24.67,27,Urban,90.0,549.45,3.3,0.15714285714285714,1,21.0
2025-09-25,Ward H/E,Kalina University Junction,19.0722,72.8673,Kurla Nalla,8.0,"education, residential, mixed_use",600000,24.67,27,Urban,90.0,549.45,1.8,0.15,1,12.0
2025-09-26,Ward H/E,Kalina University Junction,19.0722,72.8673,Kurla Nalla,8.0,"education, residential, mixed_use",600000,24.67,27,Urban,90.0,549.45,3.6,0.2,1,18.0
2025-09-13,Ward R/S,Kandivali,19.2041136,72.8517376,Poisar River,14.73940767,park,610000,3.157764291,4374,Sand,65.87370617,4124.0,8.5,2.4,1,14.0
2025-09-14,Ward R/S,Kandivali,19.2041136,72.8517376,Poisar River,14.73940767,park,610000,3.157764291,4374,Sand,65.87370617,4124.0,8.0,1.3,1,22.0
2025-09-15,Ward R/S,Kandivali,19.2041136,72.8517376,Poisar River,14.73940767,park,610000,3.157764291,4374,Sand,65.87370617,4124.0,17.3,4.3,1,20.0
2025-09-16,Ward R/S,Kandivali,19.2041136,72.8517376,Poisar River,14.73940767,park,610000,3.157764291,4374,Sand,65.87370617,4124.0,10.0,2.4,1,22.0
2025-09-17,Ward R/S,Kandivali,19.2041136,72.8517376,Poisar River,14.73940767,park,610000,3.157764291,4374,Sand,65.87370617,4124.0,17.9,12.7,1,18.0
2025-09-18,Ward R/S,Kandivali,19.2041136,72.8517376,Poisar River,14.73940767,park,610000,3.157764291,4374,Sand,65.87370617,4124.0,15.8,4.6,1,21.0
2025-09-19,Ward R/S,Kandivali,19.2041136,72.8517376,Poisar River,14.73940767,park,610000,3.157764291,4374,Sand,65.87370617,4124.0,0.0,0.3,0,5.0
2025-09-20,Ward R/S,Kandivali,19.2041136,72.8517376,Poisar River,14.73940767,park,610000,3.157764291,4374,Sand,65.87370617,4124.0,22.1,0.9208333333333334,1,24.0
2025-09-21,Ward R/S,Kandivali,19.2041136,72.8517376,Poisar River,14.73940767,park,610000,3.157764291,4374,Sand,65.87370617,4124.0,24.3,1.0125,1,24.0
2025-09-22,Ward R/S,Kandivali,19.2041136,72.8517376,Poisar River,14.73940767,park,610000,3.157764291,4374,Sand,65.87370617,4124.0,52.2,2.1750000000000003,1,24.0
2025-09-23,Ward R/S,Kandivali,19.2041136,72.8517376,Poisar River,14.73940767,park,610000,3.157764291,4374,Sand,65.87370617,4124.0,31.9,1.3291666666666666,1,24.0
2025-09-24,Ward R/S,Kandivali,19.2041136,72.8517376,Poisar River,14.73940767,park,610000,3.157764291,4374,Sand,65.87370617,4124.0,1.5,0.1,1,15.0
2025-09-25,Ward R/S,Kandivali,19.2041136,72.8517376,Poisar River,14.73940767,park,610000,3.157764291,4374,Sand,65.87370617,4124.0,1.8,0.2,1,9.0
2025-09-26,Ward R/S,Kandivali,19.2041136,72.8517376,Poisar River,14.73940767,park,610000,3.157764291,4374,Sand,65.87370617,4124.0,3.0,0.2,1,15.0
2025-09-13,Ward S,Kanjurmarg,19.1253912,72.9252519,Ulhas River,11.92050553,commercial,780000,3.247455704,3575,Sand,61.88002899,5629.0,9.5,2.4,1,17.0
2025-09-14,Ward S,Kanjurmarg,19.1253912,72.9252519,Ulhas River,11.92050553,commercial,780000,3.247455704,3575,Sand,61.88002899,5629.0,11.9,2.8,1,22.0
2025-09-15,Ward S,Kanjurmarg,19.1253912,72.9252519,Ulhas River,11.92050553,commercial,780000,3.247455704,3575,Sand,61.88002899,5629.0,29.4,5.5,1,17.0
2025-09-16,Ward S,Kanjurmarg,19.1253912,72.9252519,Ulhas River,11.92050553,commercial,780000,3.247455704,3575,Sand,61.88002899,5629.0,12.9,4.6,1,21.0
2025-09-17,Ward S,Kanjurmarg,19.1253912,72.9252519,Ulhas River,11.92050553,commercial,780000,3.247455704,3575,Sand,61.88002899,5629.0,32.2,14.0,1,22.0
2025-09-18,Ward S,Kanjurmarg,19.1253912,72.9252519,Ulhas River,11.92050553,commercial,780000,3.247455704,3575,Sand,61.88002899,5629.0,12.5,2.0,1,20.0
2025-09-19,Ward S,Kanjurmarg,19.1253912,72.9252519,Ulhas River,11.92050553,commercial,780000,3.247455704,3575,Sand,61.88002899,5629.0,0.0,0.1,0,1.0
2025-09-20,Ward S,Kanjurmarg,19.1253912,72.9252519,Ulhas River,11.92050553,commercial,780000,3.247455704,3575,Sand,61.88002899,5629.0,22.4,0.9333333333333332,1,24.0
2025-09-21,Ward S,Kanjurmarg,19.1253912,72.9252519,Ulhas River,11.92050553,commercial,780000,3.247455704,3575,Sand,61.88002899,5629.0,23.7,0.9874999999999999,1,24.0
2025-09-22,Ward S,Kanjurmarg,19.1253912,72.9252519,Ulhas River,11.92050553,commercial,780000,3.247455704,3575,Sand,61.88002899,5629.0,43.5,1.8125,1,24.0
2025-09-23,Ward S,Kanjurmarg,19.1253912,72.9252519,Ulhas River,11.92050553,commercial,780000,3.247455704,3575,Sand,61.88002899,5629.0,29.8,1.3545454545454545,1,22.0
2025-09-24,Ward S,Kanjurmarg,19.1253912,72.9252519,Ulhas River,11.92050553,commercial,780000,3.247455704,3575,Sand,61.88002899,5629.0,3.3,0.15714285714285714,1,21.0
2025-09-25,Ward S,Kanjurmarg,19.1253912,72.9252519,Ulhas River,11.92050553,commercial,780000,3.247455704,3575,Sand,61.88002899,5629.0,1.8,0.15,1,12.0
2025-09-26,Ward S,Kanjurmarg,19.1253912,72.9252519,Ulhas River,11.92050553,commercial,780000,3.247455704,3575,Sand,61.88002899,5629.0,3.6,0.2,1,18.0
2025-09-13,Ward H/W,Khar West,19.07039785,72.83161431,Arabian Sea,13.21986328,residential,410000,4.127364824,1567,Sand,55.83881873,5691.0,12.7,3.5,1,17.0
2025-09-14,Ward H/W,Khar West,19.07039785,72.83161431,Arabian Sea,13.21986328,residential,410000,4.127364824,1567,Sand,55.83881873,5691.0,12.2,2.8,1,22.0
2025-09-15,Ward H/W,Khar West,19.07039785,72.83161431,Arabian Sea,13.21986328,residential,410000,4.127364824,1567,Sand,55.83881873,5691.0,65.5,10.6,1,18.0
2025-09-16,Ward H/W,Khar West,19.07039785,72.83161431,Arabian Sea,13.21986328,residential,410000,4.127364824,1567,Sand,55.83881873,5691.0,5.2,0.9,1,23.0
2025-09-17,Ward H/W,Khar West,19.07039785,72.83161431,Arabian Sea,13.21986328,residential,410000,4.127364824,1567,Sand,55.83881873,5691.0,25.7,14.8,1,21.0
2025-09-18,Ward H/W,Khar West,19.07039785,72.83161431,Arabian Sea,13.21986328,residential,410000,4.127364824,1567,Sand,55.83881873,5691.0,10.4,1.9,1,21.0
2025-09-19,Ward H/W,Khar West,19.07039785,72.83161431,Arabian Sea,13.21986328,residential,410000,4.127364824,1567,Sand,55.83881873,5691.0,0.0,0.7,0,3.0
2025-09-20,Ward H/W,Khar West,19.07039785,72.83161431,Arabian Sea,13.21986328,residential,410000,4.127364824,1567,Sand,55.83881873,5691.0,22.4,0.9333333333333332,1,24.0
2025-09-21,Ward H/W,Khar West,19.07039785,72.83161431,Arabian Sea,13.21986328,residential,410000,4.127364824,1567,Sand,55.83881873,5691.0,23.7,0.9874999999999999,1,24.0
2025-09-22,Ward H/W,Khar West,19.07039785,72.83161431,Arabian Sea,13.21986328,residential,410000,4.127364824,1567,Sand,55.83881873,5691.0,43.5,1.8125,1,24.0
2025-09-23,Ward H/W,Khar West,19.07039785,72.83161431,Arabian Sea,13.21986328,residential,410000,4.127364824,1567,Sand,55.83881873,5691.0,29.8,1.3545454545454545,1,22.0
2025-09-24,Ward H/W,Khar West,19.07039785,72.83161431,Arabian Sea,13.21986328,residential,410000,4.127364824,1567,Sand,55.83881873,5691.0,3.3,0.15714285714285714,1,21.0
2025-09-25,Ward H/W,Khar West,19.07039785,72.83161431,Arabian Sea,13.21986328,residential,410000,4.127364824,1567,Sand,55.83881873,5691.0,1.8,0.15,1,12.0
2025-09-26,Ward H/W,Khar West,19.07039785,72.83161431,Arabian Sea,13.21986328,residential,410000,4.127364824,1567,Sand,55.83881873,5691.0,3.6,0.2,1,18.0
2025-09-13,Ward F/N,King's Circle,19.0272,72.8559,Wadala Nalla,10.0,"recreation_ground, residential, mixed_use",530000,22.41,7,Urban,90.0,425.8,12.4,2.1,1,18.0
2025-09-14,Ward F/N,King's Circle,19.0272,72.8559,Wadala Nalla,10.0,"recreation_ground, residential, mixed_use",530000,22.41,7,Urban,90.0,425.8,16.3,3.6,1,24.0
2025-09-15,Ward F/N,King's Circle,19.0272,72.8559,Wadala Nalla,10.0,"recreation_ground, residential, mixed_use",530000,22.41,7,Urban,90.0,425.8,72.3,13.2,1,18.0
2025-09-16,Ward F/N,King's Circle,19.0272,72.8559,Wadala Nalla,10.0,"recreation_ground, residential, mixed_use",530000,22.41,7,Urban,90.0,425.8,7.8,0.9,1,22.0
2025-09-17,Ward F/N,King's Circle,19.0272,72.8559,Wadala Nalla,10.0,"recreation_ground, residential, mixed_use",530000,22.41,7,Urban,90.0,425.8,15.2,4.5,1,22.0
2025-09-18,Ward F/N,King's Circle,19.0272,72.8559,Wadala Nalla,10.0,"recreation_ground, residential, mixed_use",530000,22.41,7,Urban,90.0,425.8,9.9,1.3,1,21.0
2025-09-19,Ward F/N,King's Circle,19.0272,72.8559,Wadala Nalla,10.0,"recreation_ground, residential, mixed_use",530000,22.41,7,Urban,90.0,425.8,0.0,3.3,0,6.0
2025-09-20,Ward F/N,King's Circle,19.0272,72.8559,Wadala Nalla,10.0,"recreation_ground, residential, mixed_use",530000,22.41,7,Urban,90.0,425.8,22.4,0.9333333333333332,1,24.0
2025-09-21,Ward F/N,King's Circle,19.0272,72.8559,Wadala Nalla,10.0,"recreation_ground, residential, mixed_use",530000,22.41,7,Urban,90.0,425.8,23.7,0.9874999999999999,1,24.0
2025-09-22,Ward F/N,King's Circle,19.0272,72.8559,Wadala Nalla,10.0,"recreation_ground, residential, mixed_use",530000,22.41,7,Urban,90.0,425.8,43.5,1.8125,1,24.0
2025-09-23,Ward F/N,King's Circle,19.0272,72.8559,Wadala Nalla,10.0,"recreation_ground, residential, mixed_use",530000,22.41,7,Urban,90.0,425.8,29.8,1.3545454545454545,1,22.0
2025-09-24,Ward F/N,King's Circle,19.0272,72.8559,Wadala Nalla,10.0,"recreation_ground, residential, mixed_use",530000,22.41,7,Urban,90.0,425.8,3.3,0.15714285714285714,1,21.0
2025-09-25,Ward F/N,King's Circle,19.0272,72.8559,Wadala Nalla,10.0,"recreation_ground, residential, mixed_use",530000,22.41,7,Urban,90.0,425.8,1.8,0.15,1,12.0
2025-09-26,Ward F/N,King's Circle,19.0272,72.8559,Wadala Nalla,10.0,"recreation_ground, residential, mixed_use",530000,22.41,7,Urban,90.0,425.8,3.6,0.2,1,18.0
2025-09-13,Ward P/N,Kurar Village,19.1903,72.8605,Tulsi Lake,27.0,"transport, commercial, mixed_use",900000,3.32,16,Clayey,90.0,271.29,10.6,2.2,1,16.0
2025-09-14,Ward P/N,Kurar Village,19.1903,72.8605,Tulsi Lake,27.0,"transport, commercial, mixed_use",900000,3.32,16,Clayey,90.0,271.29,12.1,2.6,1,21.0
2025-09-15,Ward P/N,Kurar Village,19.1903,72.8605,Tulsi Lake,27.0,"transport, commercial, mixed_use",900000,3.32,16,Clayey,90.0,271.29,29.1,5.0,1,17.0
2025-09-16,Ward P/N,Kurar Village,19.1903,72.8605,Tulsi Lake,27.0,"transport, commercial, mixed_use",900000,3.32,16,Clayey,90.0,271.29,6.6,2.4,1,20.0
2025-09-17,Ward P/N,Kurar Village,19.1903,72.8605,Tulsi Lake,27.0,"transport, commercial, mixed_use",900000,3.32,16,Clayey,90.0,271.29,27.8,19.8,1,23.0
2025-09-18,Ward P/N,Kurar Village,19.1903,72.8605,Tulsi Lake,27.0,"transport, commercial, mixed_use",900000,3.32,16,Clayey,90.0,271.29,14.8,3.1,1,22.0
2025-09-19,Ward P/N,Kurar Village,19.1903,72.8605,Tulsi Lake,27.0,"transport, commercial, mixed_use",900000,3.32,16,Clayey,90.0,271.29,0.0,0.1,0,2.0
2025-09-20,Ward P/N,Kurar Village,19.1903,72.8605,Tulsi Lake,27.0,"transport, commercial, mixed_use",900000,3.32,16,Clayey,90.0,271.29,22.1,0.9208333333333334,1,24.0
2025-09-21,Ward P/N,Kurar Village,19.1903,72.8605,Tulsi Lake,27.0,"transport, commercial, mixed_use",900000,3.32,16,Clayey,90.0,271.29,24.3,1.0125,1,24.0
2025-09-22,Ward P/N,Kurar Village,19.1903,72.8605,Tulsi Lake,27.0,"transport, commercial, mixed_use",900000,3.32,16,Clayey,90.0,271.29,52.2,2.1750000000000003,1,24.0
2025-09-23,Ward P/N,Kurar Village,19.1903,72.8605,Tulsi Lake,27.0,"transport, commercial, mixed_use",900000,3.32,16,Clayey,90.0,271.29,31.9,1.3291666666666666,1,24.0
2025-09-24,Ward P/N,Kurar Village,19.1903,72.8605,Tulsi Lake,27.0,"transport, commercial, mixed_use",900000,3.32,16,Clayey,90.0,271.29,1.5,0.1,1,15.0
2025-09-25,Ward P/N,Kurar Village,19.1903,72.8605,Tulsi Lake,27.0,"transport, commercial, mixed_use",900000,3.32,16,Clayey,90.0,271.29,1.8,0.2,1,9.0
2025-09-26,Ward P/N,Kurar Village,19.1903,72.8605,Tulsi Lake,27.0,"transport, commercial, mixed_use",900000,3.32,16,Clayey,90.0,271.29,3.0,0.2,1,15.0
2025-09-13,Ward S,LBS Marg near Bhandup Station,19.1413,72.9341,Powai Lake,7.0,"transport, residential, mixed_use",780000,21.99,8,Sandy,90.0,154.37,9.5,2.4,1,17.0
2025-09-14,Ward S,LBS Marg near Bhandup Station,19.1413,72.9341,Powai Lake,7.0,"transport, residential, mixed_use",780000,21.99,8,Sandy,90.0,154.37,11.9,2.8,1,22.0
2025-09-15,Ward S,LBS Marg near Bhandup Station,19.1413,72.9341,Powai Lake,7.0,"transport, residential, mixed_use",780000,21.99,8,Sandy,90.0,154.37,29.4,5.5,1,17.0
2025-09-16,Ward S,LBS Marg near Bhandup Station,19.1413,72.9341,Powai Lake,7.0,"transport, residential, mixed_use",780000,21.99,8,Sandy,90.0,154.37,12.9,4.6,1,21.0
2025-09-17,Ward S,LBS Marg near Bhandup Station,19.1413,72.9341,Powai Lake,7.0,"transport, residential, mixed_use",780000,21.99,8,Sandy,90.0,154.37,32.2,14.0,1,22.0
2025-09-18,Ward S,LBS Marg near Bhandup Station,19.1413,72.9341,Powai Lake,7.0,"transport, residential, mixed_use",780000,21.99,8,Sandy,90.0,154.37,12.5,2.0,1,20.0
2025-09-19,Ward S,LBS Marg near Bhandup Station,19.1413,72.9341,Powai Lake,7.0,"transport, residential, mixed_use",780000,21.99,8,Sandy,90.0,154.37,0.0,0.1,0,1.0
2025-09-20,Ward S,LBS Marg near Bhandup Station,19.1413,72.9341,Powai Lake,7.0,"transport, residential, mixed_use",780000,21.99,8,Sandy,90.0,154.37,22.4,0.9333333333333332,1,24.0
2025-09-21,Ward S,LBS Marg near Bhandup Station,19.1413,72.9341,Powai Lake,7.0,"transport, residential, mixed_use",780000,21.99,8,Sandy,90.0,154.37,23.7,0.9874999999999999,1,24.0
2025-09-22,Ward S,LBS Marg near Bhandup Station,19.1413,72.9341,Powai Lake,7.0,"transport, residential, mixed_use",780000,21.99,8,Sandy,90.0,154.37,43.5,1.8125,1,24.0
2025-09-23,Ward S,LBS Marg near Bhandup Station,19.1413,72.9341,Powai Lake,7.0,"transport, residential, mixed_use",780000,21.99,8,Sandy,90.0,154.37,29.8,1.3545454545454545,1,22.0
2025-09-24,Ward S,LBS Marg near Bhandup Station,19.1413,72.9341,Powai Lake,7.0,"transport, residential, mixed_use",780000,21.99,8,Sandy,90.0,154.37,3.3,0.15714285714285714,1,21.0
2025-09-25,Ward S,LBS Marg near Bhandup Station,19.1413,72.9341,Powai Lake,7.0,"transport, residential, mixed_use",780000,21.99,8,Sandy,90.0,154.37,1.8,0.15,1,12.0
2025-09-26,Ward S,LBS Marg near Bhandup Station,19.1413,72.9341,Powai Lake,7.0,"transport, residential, mixed_use",780000,21.99,8,Sandy,90.0,154.37,3.6,0.2,1,18.0
2025-09-13,Ward L,LBS Road near Phoenix Marketcity,19.0888,72.8861,Kurla Nalla,9.0,"transport, residential, mixed_use",690000,11.52,40,Urban,90.0,10.34,12.7,3.5,1,17.0
2025-09-14,Ward L,LBS Road near Phoenix Marketcity,19.0888,72.8861,Kurla Nalla,9.0,"transport, residential, mixed_use",690000,11.52,40,Urban,90.0,10.34,12.2,2.8,1,22.0
2025-09-15,Ward L,LBS Road near Phoenix Marketcity,19.0888,72.8861,Kurla Nalla,9.0,"transport, residential, mixed_use",690000,11.52,40,Urban,90.0,10.34,65.5,10.6,1,18.0
2025-09-16,Ward L,LBS Road near Phoenix Marketcity,19.0888,72.8861,Kurla Nalla,9.0,"transport, residential, mixed_use",690000,11.52,40,Urban,90.0,10.34,5.2,0.9,1,23.0
2025-09-17,Ward L,LBS Road near Phoenix Marketcity,19.0888,72.8861,Kurla Nalla,9.0,"transport, residential, mixed_use",690000,11.52,40,Urban,90.0,10.34,25.7,14.8,1,21.0
2025-09-18,Ward L,LBS Road near Phoenix Marketcity,19.0888,72.8861,Kurla Nalla,9.0,"transport, residential, mixed_use",690000,11.52,40,Urban,90.0,10.34,10.4,1.9,1,21.0
2025-09-19,Ward L,LBS Road near Phoenix Marketcity,19.0888,72.8861,Kurla Nalla,9.0,"transport, residential, mixed_use",690000,11.52,40,Urban,90.0,10.34,0.0,0.7,0,3.0
2025-09-20,Ward L,LBS Road near Phoenix Marketcity,19.0888,72.8861,Kurla Nalla,9.0,"transport, residential, mixed_use",690000,11.52,40,Urban,90.0,10.34,22.4,0.9333333333333332,1,24.0
2025-09-21,Ward L,LBS Road near Phoenix Marketcity,19.0888,72.8861,Kurla Nalla,9.0,"transport, residential, mixed_use",690000,11.52,40,Urban,90.0,10.34,23.7,0.9874999999999999,1,24.0
2025-09-22,Ward L,LBS Road near Phoenix Marketcity,19.0888,72.8861,Kurla Nalla,9.0,"transport, residential, mixed_use",690000,11.52,40,Urban,90.0,10.34,43.5,1.8125,1,24.0
2025-09-23,Ward L,LBS Road near Phoenix Marketcity,19.0888,72.8861,Kurla Nalla,9.0,"transport, residential, mixed_use",690000,11.52,40,Urban,90.0,10.34,29.8,1.3545454545454545,1,22.0
2025-09-24,Ward L,LBS Road near Phoenix Marketcity,19.0888,72.8861,Kurla Nalla,9.0,"transport, residential, mixed_use",690000,11.52,40,Urban,90.0,10.34,3.3,0.15714285714285714,1,21.0
2025-09-25,Ward L,LBS Road near Phoenix Marketcity,19.0888,72.8861,Kurla Nalla,9.0,"transport, residential, mixed_use",690000,11.52,40,Urban,90.0,10.34,1.8,0.15,1,12.0
2025-09-26,Ward L,LBS Road near Phoenix Marketcity,19.0888,72.8861,Kurla Nalla,9.0,"transport, residential, mixed_use",690000,11.52,40,Urban,90.0,10.34,3.6,0.2,1,18.0
2025-09-13,Ward G/N,LJ Road Junction,19.0372,72.8401,Mahim Creek,1.0,"commercial, industrial, residential",520000,17.47,7,Urban,90.0,1066.52,12.4,2.1,1,18.0
2025-09-14,Ward G/N,LJ Road Junction,19.0372,72.8401,Mahim Creek,1.0,"commercial, industrial, residential",520000,17.47,7,Urban,90.0,1066.52,16.3,3.6,1,24.0
2025-09-15,Ward G/N,LJ Road Junction,19.0372,72.8401,Mahim Creek,1.0,"commercial, industrial, residential",520000,17.47,7,Urban,90.0,1066.52,72.3,13.2,1,18.0
2025-09-16,Ward G/N,LJ Road Junction,19.0372,72.8401,Mahim Creek,1.0,"commercial, industrial, residential",520000,17.47,7,Urban,90.0,1066.52,7.8,0.9,1,22.0
2025-09-17,Ward G/N,LJ Road Junction,19.0372,72.8401,Mahim Creek,1.0,"commercial, industrial, residential",520000,17.47,7,Urban,90.0,1066.52,15.2,4.5,1,22.0
2025-09-18,Ward G/N,LJ Road Junction,19.0372,72.8401,Mahim Creek,1.0,"commercial, industrial, residential",520000,17.47,7,Urban,90.0,1066.52,9.9,1.3,1,21.0
2025-09-19,Ward G/N,LJ Road Junction,19.0372,72.8401,Mahim Creek,1.0,"commercial, industrial, residential",520000,17.47,7,Urban,90.0,1066.52,0.0,3.3,0,6.0
2025-09-20,Ward G/N,LJ Road Junction,19.0372,72.8401,Mahim Creek,1.0,"commercial, industrial, residential",520000,17.47,7,Urban,90.0,1066.52,22.4,0.9333333333333332,1,24.0
2025-09-21,Ward G/N,LJ Road Junction,19.0372,72.8401,Mahim Creek,1.0,"commercial, industrial, residential",520000,17.47,7,Urban,90.0,1066.52,23.7,0.9874999999999999,1,24.0
2025-09-22,Ward G/N,LJ Road Junction,19.0372,72.8401,Mahim Creek,1.0,"commercial, industrial, residential",520000,17.47,7,Urban,90.0,1066.52,43.5,1.8125,1,24.0
2025-09-23,Ward G/N,LJ Road Junction,19.0372,72.8401,Mahim Creek,1.0,"commercial, industrial, residential",520000,17.47,7,Urban,90.0,1066.52,29.8,1.3545454545454545,1,22.0
2025-09-24,Ward G/N,LJ Road Junction,19.0372,72.8401,Mahim Creek,1.0,"commercial, industrial, residential",520000,17.47,7,Urban,90.0,1066.52,3.3,0.15714285714285714,1,21.0
2025-09-25,Ward G/N,LJ Road Junction,19.0372,72.8401,Mahim Creek,1.0,"commercial, industrial, residential",520000,17.47,7,Urban,90.0,1066.52,1.8,0.15,1,12.0
